GO.ID,Term,Annotated,Significant,Expected,classic
GO:0009590,detection of gravity,1,0,0,1.00000
GO:0009593,detection of chemical stimulus,67,0,0.18,1.00000
GO:0009594,detection of nutrient,7,0,0.02,1.00000
GO:0009595,detection of biotic stimulus,37,0,0.1,1.00000
GO:0009597,detection of virus,19,0,0.05,1.00000
GO:0009606,tropism,2,0,0.01,1.00000
GO:0009608,response to symbiont,130,0,0.36,1.00000
GO:0009620,response to fungus,63,0,0.17,1.00000
GO:0009624,response to nematode,1,0,0,1.00000
GO:0009629,response to gravity,32,0,0.09,1.00000
GO:0009631,cold acclimation,3,0,0.01,1.00000
GO:0009635,response to herbicide,9,0,0.02,1.00000
GO:0009636,response to toxic substance,165,0,0.46,1.00000
GO:0009637,response to blue light,5,0,0.01,1.00000
GO:0009638,phototropism,2,0,0.01,1.00000
GO:0009639,response to red or far red light,2,0,0.01,1.00000
GO:0009640,photomorphogenesis,2,0,0.01,1.00000
GO:0009642,response to light intensity,13,0,0.04,1.00000
GO:0009644,response to high light intensity,2,0,0.01,1.00000
GO:0009645,response to low light intensity stimulus,2,0,0.01,1.00000
GO:0009648,photoperiodism,45,0,0.12,1.00000
GO:0009649,entrainment of circadian clock,53,0,0.15,1.00000
GO:0009650,UV protection,11,0,0.03,1.00000
GO:0009657,plastid organization,4,0,0.01,1.00000
GO:0009658,chloroplast organization,4,0,0.01,1.00000
GO:0009664,plant-type cell wall organization,5,0,0.01,1.00000
GO:0009682,induced systemic resistance,7,0,0.02,1.00000
GO:0009685,gibberellin metabolic process,4,0,0.01,1.00000
GO:0009686,gibberellin biosynthetic process,4,0,0.01,1.00000
GO:0009699,phenylpropanoid biosynthetic process,3,0,0.01,1.00000
GO:0009710,tropane alkaloid biosynthetic process,1,0,0,1.00000
GO:0009712,catechol-containing compound metabolic p...,68,0,0.19,1.00000
GO:0009713,catechol-containing compound biosyntheti...,26,0,0.07,1.00000
GO:0009720,detection of hormone stimulus,2,0,0.01,1.00000
GO:0009723,response to ethylene,6,0,0.02,1.00000
GO:0009726,detection of endogenous stimulus,10,0,0.03,1.00000
GO:0009730,detection of carbohydrate stimulus,5,0,0.01,1.00000
GO:0009732,detection of hexose stimulus,5,0,0.01,1.00000
GO:0009733,response to auxin,7,0,0.02,1.00000
GO:0009734,auxin-activated signaling pathway,7,0,0.02,1.00000
GO:0009735,response to cytokinin,2,0,0.01,1.00000
GO:0009736,cytokinin-activated signaling pathway,2,0,0.01,1.00000
GO:0009737,response to abscisic acid,20,0,0.06,1.00000
GO:0009738,abscisic acid-activated signaling pathwa...,18,0,0.05,1.00000
GO:0009739,response to gibberellin,2,0,0.01,1.00000
GO:0009740,gibberellic acid mediated signaling path...,2,0,0.01,1.00000
GO:0009741,response to brassinosteroid,2,0,0.01,1.00000
GO:0009742,brassinosteroid mediated signaling pathw...,2,0,0.01,1.00000
GO:0009743,response to carbohydrate,247,0,0.68,1.00000
GO:0009744,response to sucrose,18,0,0.05,1.00000
GO:0009746,response to hexose,197,0,0.54,1.00000
GO:0009749,response to glucose,177,0,0.49,1.00000
GO:0009750,response to fructose,24,0,0.07,1.00000
GO:0009751,response to salicylic acid,22,0,0.06,1.00000
GO:0009753,response to jasmonic acid,10,0,0.03,1.00000
GO:0009756,carbohydrate mediated signaling,17,0,0.05,1.00000
GO:0009757,hexose mediated signaling,3,0,0.01,1.00000
GO:0009758,carbohydrate utilization,4,0,0.01,1.00000
GO:0009785,blue light signaling pathway,2,0,0.01,1.00000
GO:0009786,regulation of asymmetric cell division,14,0,0.04,1.00000
GO:0009787,regulation of abscisic acid-activated si...,5,0,0.01,1.00000
GO:0009788,negative regulation of abscisic acid-act...,2,0,0.01,1.00000
GO:0009793,embryo development ending in seed dorman...,7,0,0.02,1.00000
GO:0009794,regulation of mitotic cell cycle, embryo...,4,0,0.01,1.00000
GO:0009798,axis specification,524,0,1.45,1.00000
GO:0009799,specification of symmetry,320,0,0.88,1.00000
GO:0009809,lignin biosynthetic process,3,0,0.01,1.00000
GO:0009812,flavonoid metabolic process,18,0,0.05,1.00000
GO:0009820,alkaloid metabolic process,17,0,0.05,1.00000
GO:0009821,alkaloid biosynthetic process,1,0,0,1.00000
GO:0009822,alkaloid catabolic process,3,0,0.01,1.00000
GO:0009826,unidimensional cell growth,14,0,0.04,1.00000
GO:0009832,plant-type cell wall biogenesis,6,0,0.02,1.00000
GO:0009838,abscission,7,0,0.02,1.00000
GO:0009845,seed germination,3,0,0.01,1.00000
GO:0009847,spore germination,8,0,0.02,1.00000
GO:0009855,determination of bilateral symmetry,318,0,0.88,1.00000
GO:0009856,pollination,3,0,0.01,1.00000
GO:0009867,jasmonic acid mediated signaling pathway,8,0,0.02,1.00000
GO:0009873,ethylene-activated signaling pathway,4,0,0.01,1.00000
GO:0009880,embryonic pattern specification,453,0,1.25,1.00000
GO:0009908,flower development,2,0,0.01,1.00000
GO:0009912,auditory receptor cell fate commitment,12,0,0.03,1.00000
GO:0009913,epidermal cell differentiation,276,0,0.76,1.00000
GO:0009920,cell plate formation involved in plant-t...,1,0,0,1.00000
GO:0009932,cell tip growth,1,0,0,1.00000
GO:0009937,regulation of gibberellic acid mediated ...,2,0,0.01,1.00000
GO:0009939,positive regulation of gibberellic acid ...,2,0,0.01,1.00000
GO:0009946,proximal/distal axis specification,2,0,0.01,1.00000
GO:0009948,anterior/posterior axis specification,338,0,0.93,1.00000
GO:0009949,polarity specification of anterior/poste...,2,0,0.01,1.00000
GO:0009950,dorsal/ventral axis specification,214,0,0.59,1.00000
GO:0009951,polarity specification of dorsal/ventral...,2,0,0.01,1.00000
GO:0009952,anterior/posterior pattern specification,590,0,1.63,1.00000
GO:0009954,proximal/distal pattern formation,228,0,0.63,1.00000
GO:0009955,adaxial/abaxial pattern specification,4,0,0.01,1.00000
GO:0009957,epidermal cell fate specification,9,0,0.02,1.00000
GO:0009960,endosperm development,1,0,0,1.00000
GO:0009965,leaf morphogenesis,4,0,0.01,1.00000
GO:0009972,cytidine deamination,4,0,0.01,1.00000
GO:0009988,cell-cell recognition,28,0,0.08,1.00000
GO:0009992,cellular water homeostasis,13,0,0.04,1.00000
GO:0009994,oocyte differentiation,279,0,0.77,1.00000
GO:0009996,negative regulation of cell fate specifi...,134,0,0.37,1.00000
GO:0009997,negative regulation of cardioblast cell ...,1,0,0,1.00000
GO:0010002,cardioblast differentiation,148,0,0.41,1.00000
GO:0010004,gastrulation involving germ band extensi...,15,0,0.04,1.00000
GO:0010015,root morphogenesis,2,0,0.01,1.00000
GO:0010016,shoot system morphogenesis,4,0,0.01,1.00000
GO:0010025,wax biosynthetic process,10,0,0.03,1.00000
GO:0010029,regulation of seed germination,1,0,0,1.00000
GO:0010030,positive regulation of seed germination,1,0,0,1.00000
GO:0010032,meiotic chromosome condensation,4,0,0.01,1.00000
GO:0010037,response to carbon dioxide,2,0,0.01,1.00000
GO:0010039,response to iron ion,45,0,0.12,1.00000
GO:0010040,response to iron(II) ion,21,0,0.06,1.00000
GO:0010041,response to iron(III) ion,5,0,0.01,1.00000
GO:0010042,response to manganese ion,36,0,0.1,1.00000
GO:0010044,response to aluminum ion,11,0,0.03,1.00000
GO:0010045,response to nickel cation,7,0,0.02,1.00000
GO:0010046,response to mycotoxin,3,0,0.01,1.00000
GO:0010050,vegetative phase change,7,0,0.02,1.00000
GO:0010051,xylem and phloem pattern formation,4,0,0.01,1.00000
GO:0010070,zygote asymmetric cell division,1,0,0,1.00000
GO:0010085,polarity specification of proximal/dista...,1,0,0,1.00000
GO:0010092,specification of animal organ identity,39,0,0.11,1.00000
GO:0010101,post-embryonic root morphogenesis,2,0,0.01,1.00000
GO:0010102,lateral root morphogenesis,2,0,0.01,1.00000
GO:0010104,regulation of ethylene-activated signali...,4,0,0.01,1.00000
GO:0010105,negative regulation of ethylene-activate...,4,0,0.01,1.00000
GO:0010118,stomatal movement,2,0,0.01,1.00000
GO:0010133,proline catabolic process to glutamate,7,0,0.02,1.00000
GO:0010138,pyrimidine ribonucleotide salvage,13,0,0.04,1.00000
GO:0010148,transpiration,4,0,0.01,1.00000
GO:0010150,leaf senescence,9,0,0.02,1.00000
GO:0010154,fruit development,9,0,0.02,1.00000
GO:0010155,regulation of proton transport,25,0,0.07,1.00000
GO:0010157,response to chlorate,9,0,0.02,1.00000
GO:0010159,specification of animal organ position,9,0,0.02,1.00000
GO:0010160,formation of animal organ boundary,162,0,0.45,1.00000
GO:0010162,seed dormancy process,2,0,0.01,1.00000
GO:0010165,response to X-ray,31,0,0.09,1.00000
GO:0010166,wax metabolic process,10,0,0.03,1.00000
GO:0010171,body morphogenesis,170,0,0.47,1.00000
GO:0010172,embryonic body morphogenesis,105,0,0.29,1.00000
GO:0010182,sugar mediated signaling pathway,14,0,0.04,1.00000
GO:0010185,regulation of cellular defense response,54,0,0.15,1.00000
GO:0010193,response to ozone,1,0,0,1.00000
GO:0010208,pollen wall assembly,1,0,0,1.00000
GO:0010212,response to ionizing radiation,185,0,0.51,1.00000
GO:0010216,maintenance of DNA methylation,10,0,0.03,1.00000
GO:0010222,stem vascular tissue pattern formation,4,0,0.01,1.00000
GO:0010224,response to UV-B,26,0,0.07,1.00000
GO:0010225,response to UV-C,31,0,0.09,1.00000
GO:0010226,response to lithium ion,15,0,0.04,1.00000
GO:0010228,vegetative to reproductive phase transit...,7,0,0.02,1.00000
GO:0010231,maintenance of seed dormancy,2,0,0.01,1.00000
GO:0010232,vascular transport,1,0,0,1.00000
GO:0010244,response to low fluence blue light stimu...,2,0,0.01,1.00000
GO:0010248,establishment or maintenance of transmem...,7,0,0.02,1.00000
GO:0010255,glucose mediated signaling pathway,3,0,0.01,1.00000
GO:0010257,NADH dehydrogenase complex assembly,17,0,0.05,1.00000
GO:0010259,multicellular organism aging,34,0,0.09,1.00000
GO:0010265,SCF complex assembly,6,0,0.02,1.00000
GO:0010266,response to vitamin B1,2,0,0.01,1.00000
GO:0010269,response to selenium ion,1,0,0,1.00000
GO:0010286,heat acclimation,2,0,0.01,1.00000
GO:0010288,response to lead ion,13,0,0.04,1.00000
GO:0010306,rhamnogalacturonan II biosynthetic proce...,5,0,0.01,1.00000
GO:0010310,regulation of hydrogen peroxide metaboli...,8,0,0.02,1.00000
GO:0010311,lateral root formation,2,0,0.01,1.00000
GO:0010332,response to gamma radiation,93,0,0.26,1.00000
GO:0010335,response to non-ionic osmotic stress,13,0,0.04,1.00000
GO:0010350,cellular response to magnesium starvatio...,3,0,0.01,1.00000
GO:0010359,regulation of anion channel activity,25,0,0.07,1.00000
GO:0010360,negative regulation of anion channel act...,1,0,0,1.00000
GO:0010378,temperature compensation of the circadia...,6,0,0.02,1.00000
GO:0010383,cell wall polysaccharide metabolic proce...,14,0,0.04,1.00000
GO:0010387,COP9 signalosome assembly,1,0,0,1.00000
GO:0010389,regulation of G2/M transition of mitotic...,136,0,0.38,1.00000
GO:0010390,histone monoubiquitination,40,0,0.11,1.00000
GO:0010393,galacturonan metabolic process,5,0,0.01,1.00000
GO:0010396,rhamnogalacturonan II metabolic process,5,0,0.01,1.00000
GO:0010410,hemicellulose metabolic process,8,0,0.02,1.00000
GO:0010412,mannan metabolic process,1,0,0,1.00000
GO:0010421,hydrogen peroxide-mediated programmed ce...,11,0,0.03,1.00000
GO:0010424,DNA methylation on cytosine within a CG ...,1,0,0,1.00000
GO:0010430,fatty acid omega-oxidation,5,0,0.01,1.00000
GO:0010431,seed maturation,2,0,0.01,1.00000
GO:0010446,response to alkaline pH,18,0,0.05,1.00000
GO:0010447,response to acidic pH,40,0,0.11,1.00000
GO:0010452,histone H3-K36 methylation,16,0,0.04,1.00000
GO:0010453,regulation of cell fate commitment,158,0,0.44,1.00000
GO:0010454,negative regulation of cell fate commitm...,141,0,0.39,1.00000
GO:0010455,positive regulation of cell fate commitm...,10,0,0.03,1.00000
GO:0010456,cell proliferation in dorsal spinal cord,3,0,0.01,1.00000
GO:0010457,centriole-centriole cohesion,24,0,0.07,1.00000
GO:0010458,exit from mitosis,48,0,0.13,1.00000
GO:0010459,negative regulation of heart rate,10,0,0.03,1.00000
GO:0010460,positive regulation of heart rate,17,0,0.05,1.00000
GO:0010464,regulation of mesenchymal cell prolifera...,22,0,0.06,1.00000
GO:0010469,regulation of signaling receptor activit...,113,0,0.31,1.00000
GO:0010470,regulation of gastrulation,22,0,0.06,1.00000
GO:0010476,gibberellin mediated signaling pathway,2,0,0.01,1.00000
GO:0010481,epidermal cell division,6,0,0.02,1.00000
GO:0010482,regulation of epidermal cell division,6,0,0.02,1.00000
GO:0010499,proteasomal ubiquitin-independent protei...,11,0,0.03,1.00000
GO:0010501,RNA secondary structure unwinding,71,0,0.2,1.00000
GO:0010506,regulation of autophagy,360,0,0.99,1.00000
GO:0010507,negative regulation of autophagy,108,0,0.3,1.00000
GO:0010508,positive regulation of autophagy,149,0,0.41,1.00000
GO:0010510,regulation of acetyl-CoA biosynthetic pr...,3,0,0.01,1.00000
GO:0010511,regulation of phosphatidylinositol biosy...,4,0,0.01,1.00000
GO:0010513,positive regulation of phosphatidylinosi...,4,0,0.01,1.00000
GO:0010514,induction of conjugation with cellular f...,1,0,0,1.00000
GO:0010515,negative regulation of induction of conj...,1,0,0,1.00000
GO:0010517,regulation of phospholipase activity,40,0,0.11,1.00000
GO:0010518,positive regulation of phospholipase act...,29,0,0.08,1.00000
GO:0010520,regulation of reciprocal meiotic recombi...,11,0,0.03,1.00000
GO:0010523,negative regulation of calcium ion trans...,8,0,0.02,1.00000
GO:0010528,regulation of transposition,16,0,0.04,1.00000
GO:0010529,negative regulation of transposition,12,0,0.03,1.00000
GO:0010530,positive regulation of transposition,4,0,0.01,1.00000
GO:0010543,regulation of platelet activation,41,0,0.11,1.00000
GO:0010544,negative regulation of platelet activati...,17,0,0.05,1.00000
GO:0010559,regulation of glycoprotein biosynthetic ...,22,0,0.06,1.00000
GO:0010560,positive regulation of glycoprotein bios...,8,0,0.02,1.00000
GO:0010561,negative regulation of glycoprotein bios...,7,0,0.02,1.00000
GO:0010563,negative regulation of phosphorus metabo...,601,0,1.66,1.00000
GO:0010565,regulation of cellular ketone metabolic ...,168,0,0.46,1.00000
GO:0010566,regulation of ketone biosynthetic proces...,6,0,0.02,1.00000
GO:0010569,regulation of double-strand break repair...,34,0,0.09,1.00000
GO:0010570,regulation of filamentous growth,3,0,0.01,1.00000
GO:0010571,positive regulation of nuclear cell cycl...,5,0,0.01,1.00000
GO:0010572,positive regulation of platelet activati...,6,0,0.02,1.00000
GO:0010573,vascular endothelial growth factor produ...,18,0,0.05,1.00000
GO:0010574,regulation of vascular endothelial growt...,17,0,0.05,1.00000
GO:0010575,positive regulation of vascular endothel...,16,0,0.04,1.00000
GO:0010584,pollen exine formation,1,0,0,1.00000
GO:0010586,miRNA metabolic process,51,0,0.14,1.00000
GO:0010587,miRNA catabolic process,4,0,0.01,1.00000
GO:0010588,cotyledon vascular tissue pattern format...,4,0,0.01,1.00000
GO:0010591,regulation of lamellipodium assembly,106,0,0.29,1.00000
GO:0010592,positive regulation of lamellipodium ass...,84,0,0.23,1.00000
GO:0010594,regulation of endothelial cell migration,309,0,0.85,1.00000
GO:0010595,positive regulation of endothelial cell ...,193,0,0.53,1.00000
GO:0010596,negative regulation of endothelial cell ...,80,0,0.22,1.00000
GO:0010603,regulation of cytoplasmic mRNA processin...,18,0,0.05,1.00000
GO:0010606,positive regulation of cytoplasmic mRNA ...,14,0,0.04,1.00000
GO:0010611,regulation of cardiac muscle hypertrophy,81,0,0.22,1.00000
GO:0010612,regulation of cardiac muscle adaptation,25,0,0.07,1.00000
GO:0010613,positive regulation of cardiac muscle hy...,45,0,0.12,1.00000
GO:0010614,negative regulation of cardiac muscle hy...,35,0,0.1,1.00000
GO:0010615,positive regulation of cardiac muscle ad...,2,0,0.01,1.00000
GO:0010616,negative regulation of cardiac muscle ad...,23,0,0.06,1.00000
GO:0010624,regulation of Schwann cell proliferation,5,0,0.01,1.00000
GO:0010626,negative regulation of Schwann cell prol...,5,0,0.01,1.00000
GO:0010634,positive regulation of epithelial cell m...,233,0,0.64,1.00000
GO:0010635,regulation of mitochondrial fusion,6,0,0.02,1.00000
GO:0010636,positive regulation of mitochondrial fus...,2,0,0.01,1.00000
GO:0010637,negative regulation of mitochondrial fus...,5,0,0.01,1.00000
GO:0010640,regulation of platelet-derived growth fa...,46,0,0.13,1.00000
GO:0010641,positive regulation of platelet-derived ...,5,0,0.01,1.00000
GO:0010642,negative regulation of platelet-derived ...,37,0,0.1,1.00000
GO:0010644,cell communication by electrical couplin...,55,0,0.15,1.00000
GO:0010649,regulation of cell communication by elec...,54,0,0.15,1.00000
GO:0010650,positive regulation of cell communicatio...,48,0,0.13,1.00000
GO:0010656,negative regulation of muscle cell apopt...,38,0,0.1,1.00000
GO:0010657,muscle cell apoptotic process,62,0,0.17,1.00000
GO:0010658,striated muscle cell apoptotic process,27,0,0.07,1.00000
GO:0010659,cardiac muscle cell apoptotic process,24,0,0.07,1.00000
GO:0010660,regulation of muscle cell apoptotic proc...,62,0,0.17,1.00000
GO:0010661,positive regulation of muscle cell apopt...,23,0,0.06,1.00000
GO:0010662,regulation of striated muscle cell apopt...,27,0,0.07,1.00000
GO:0010663,positive regulation of striated muscle c...,13,0,0.04,1.00000
GO:0010664,negative regulation of striated muscle c...,15,0,0.04,1.00000
GO:0010665,regulation of cardiac muscle cell apopto...,24,0,0.07,1.00000
GO:0010666,positive regulation of cardiac muscle ce...,13,0,0.04,1.00000
GO:0010667,negative regulation of cardiac muscle ce...,11,0,0.03,1.00000
GO:0010668,ectodermal cell differentiation,13,0,0.04,1.00000
GO:0010669,epithelial structure maintenance,42,0,0.12,1.00000
GO:0010676,positive regulation of cellular carbohyd...,74,0,0.2,1.00000
GO:0010692,regulation of alkaline phosphatase activ...,26,0,0.07,1.00000
GO:0010693,negative regulation of alkaline phosphat...,3,0,0.01,1.00000
GO:0010694,positive regulation of alkaline phosphat...,23,0,0.06,1.00000
GO:0010701,positive regulation of norepinephrine se...,10,0,0.03,1.00000
GO:0010705,meiotic DNA double-strand break processi...,3,0,0.01,1.00000
GO:0010710,regulation of collagen catabolic process,4,0,0.01,1.00000
GO:0010712,regulation of collagen metabolic process,25,0,0.07,1.00000
GO:0010713,negative regulation of collagen metaboli...,1,0,0,1.00000
GO:0010714,positive regulation of collagen metaboli...,9,0,0.02,1.00000
GO:0010715,regulation of extracellular matrix disas...,47,0,0.13,1.00000
GO:0010716,negative regulation of extracellular mat...,38,0,0.1,1.00000
GO:0010717,regulation of epithelial to mesenchymal ...,61,0,0.17,1.00000
GO:0010718,positive regulation of epithelial to mes...,24,0,0.07,1.00000
GO:0010719,negative regulation of epithelial to mes...,16,0,0.04,1.00000
GO:0010721,negative regulation of cell development,389,0,1.07,1.00000
GO:0010722,regulation of ferrochelatase activity,1,0,0,1.00000
GO:0010725,regulation of primitive erythrocyte diff...,5,0,0.01,1.00000
GO:0010727,negative regulation of hydrogen peroxide...,7,0,0.02,1.00000
GO:0010735,positive regulation of transcription via...,1,0,0,1.00000
GO:0010737,protein kinase A signaling,86,0,0.24,1.00000
GO:0010738,regulation of protein kinase A signaling,39,0,0.11,1.00000
GO:0010739,positive regulation of protein kinase A ...,1,0,0,1.00000
GO:0010742,macrophage derived foam cell differentia...,22,0,0.06,1.00000
GO:0010743,regulation of macrophage derived foam ce...,13,0,0.04,1.00000
GO:0010744,positive regulation of macrophage derive...,3,0,0.01,1.00000
GO:0010745,negative regulation of macrophage derive...,10,0,0.03,1.00000
GO:0010749,regulation of nitric oxide mediated sign...,25,0,0.07,1.00000
GO:0010750,positive regulation of nitric oxide medi...,5,0,0.01,1.00000
GO:0010751,negative regulation of nitric oxide medi...,20,0,0.06,1.00000
GO:0010752,regulation of cGMP-mediated signaling,17,0,0.05,1.00000
GO:0010754,negative regulation of cGMP-mediated sig...,17,0,0.05,1.00000
GO:0010755,regulation of plasminogen activation,2,0,0.01,1.00000
GO:0010756,positive regulation of plasminogen activ...,2,0,0.01,1.00000
GO:0010761,fibroblast migration,79,0,0.22,1.00000
GO:0010762,regulation of fibroblast migration,46,0,0.13,1.00000
GO:0010763,positive regulation of fibroblast migrat...,26,0,0.07,1.00000
GO:0010764,negative regulation of fibroblast migrat...,6,0,0.02,1.00000
GO:0010765,positive regulation of sodium ion transp...,58,0,0.16,1.00000
GO:0010766,negative regulation of sodium ion transp...,8,0,0.02,1.00000
GO:0010767,regulation of transcription from RNA pol...,4,0,0.01,1.00000
GO:0010768,negative regulation of transcription fro...,3,0,0.01,1.00000
GO:0010771,negative regulation of cell morphogenesi...,23,0,0.06,1.00000
GO:0010792,DNA double-strand break processing invol...,1,0,0,1.00000
GO:0010793,regulation of mRNA export from nucleus,13,0,0.04,1.00000
GO:0010795,regulation of ubiquinone biosynthetic pr...,1,0,0,1.00000
GO:0010796,regulation of multivesicular body size,2,0,0.01,1.00000
GO:0010799,regulation of peptidyl-threonine phospho...,34,0,0.09,1.00000
GO:0010800,positive regulation of peptidyl-threonin...,27,0,0.07,1.00000
GO:0010801,negative regulation of peptidyl-threonin...,7,0,0.02,1.00000
GO:0010804,negative regulation of tumor necrosis fa...,6,0,0.02,1.00000
GO:0010807,regulation of synaptic vesicle priming,28,0,0.08,1.00000
GO:0010808,positive regulation of synaptic vesicle ...,24,0,0.07,1.00000
GO:0010810,regulation of cell-substrate adhesion,325,0,0.9,1.00000
GO:0010811,positive regulation of cell-substrate ad...,178,0,0.49,1.00000
GO:0010812,negative regulation of cell-substrate ad...,78,0,0.22,1.00000
GO:0010813,neuropeptide catabolic process,5,0,0.01,1.00000
GO:0010814,substance P catabolic process,5,0,0.01,1.00000
GO:0010815,bradykinin catabolic process,9,0,0.02,1.00000
GO:0010816,calcitonin catabolic process,5,0,0.01,1.00000
GO:0010818,T cell chemotaxis,10,0,0.03,1.00000
GO:0010819,regulation of T cell chemotaxis,9,0,0.02,1.00000
GO:0010820,positive regulation of T cell chemotaxis,9,0,0.02,1.00000
GO:0010821,regulation of mitochondrion organization,170,0,0.47,1.00000
GO:0010822,positive regulation of mitochondrion org...,51,0,0.14,1.00000
GO:0010823,negative regulation of mitochondrion org...,62,0,0.17,1.00000
GO:0010824,regulation of centrosome duplication,82,0,0.23,1.00000
GO:0010825,positive regulation of centrosome duplic...,9,0,0.02,1.00000
GO:0010826,negative regulation of centrosome duplic...,23,0,0.06,1.00000
GO:0010827,regulation of glucose transmembrane tran...,118,0,0.33,1.00000
GO:0010828,positive regulation of glucose transmemb...,84,0,0.23,1.00000
GO:0010829,negative regulation of glucose transmemb...,6,0,0.02,1.00000
GO:0010830,regulation of myotube differentiation,46,0,0.13,1.00000
GO:0010831,positive regulation of myotube different...,7,0,0.02,1.00000
GO:0010832,negative regulation of myotube different...,36,0,0.1,1.00000
GO:0010835,regulation of protein ADP-ribosylation,6,0,0.02,1.00000
GO:0010837,regulation of keratinocyte proliferation,114,0,0.31,1.00000
GO:0010838,positive regulation of keratinocyte prol...,25,0,0.07,1.00000
GO:0010839,negative regulation of keratinocyte prol...,87,0,0.24,1.00000
GO:0010840,regulation of circadian sleep/wake cycle...,22,0,0.06,1.00000
GO:0010841,positive regulation of circadian sleep/w...,1,0,0,1.00000
GO:0010842,retina layer formation,132,0,0.36,1.00000
GO:0010845,positive regulation of reciprocal meioti...,11,0,0.03,1.00000
GO:0010847,regulation of chromatin assembly,36,0,0.1,1.00000
GO:0010862,positive regulation of pathway-restricte...,23,0,0.06,1.00000
GO:0010863,positive regulation of phospholipase C a...,24,0,0.07,1.00000
GO:0010866,regulation of triglyceride biosynthetic ...,11,0,0.03,1.00000
GO:0010867,positive regulation of triglyceride bios...,9,0,0.02,1.00000
GO:0010868,negative regulation of triglyceride bios...,1,0,0,1.00000
GO:0010872,regulation of cholesterol esterification,3,0,0.01,1.00000
GO:0010874,regulation of cholesterol efflux,21,0,0.06,1.00000
GO:0010875,positive regulation of cholesterol efflu...,20,0,0.06,1.00000
GO:0010878,cholesterol storage,8,0,0.02,1.00000
GO:0010880,regulation of release of sequestered cal...,26,0,0.07,1.00000
GO:0010881,regulation of cardiac muscle contraction...,14,0,0.04,1.00000
GO:0010882,regulation of cardiac muscle contraction...,33,0,0.09,1.00000
GO:0010883,regulation of lipid storage,33,0,0.09,1.00000
GO:0010884,positive regulation of lipid storage,13,0,0.04,1.00000
GO:0010885,regulation of cholesterol storage,4,0,0.01,1.00000
GO:0010886,positive regulation of cholesterol stora...,2,0,0.01,1.00000
GO:0010887,negative regulation of cholesterol stora...,2,0,0.01,1.00000
GO:0010888,negative regulation of lipid storage,17,0,0.05,1.00000
GO:0010889,regulation of sequestering of triglyceri...,13,0,0.04,1.00000
GO:0010890,positive regulation of sequestering of t...,2,0,0.01,1.00000
GO:0010891,negative regulation of sequestering of t...,11,0,0.03,1.00000
GO:0010893,positive regulation of steroid biosynthe...,11,0,0.03,1.00000
GO:0010894,negative regulation of steroid biosynthe...,8,0,0.02,1.00000
GO:0010896,regulation of triglyceride catabolic pro...,5,0,0.01,1.00000
GO:0010897,negative regulation of triglyceride cata...,1,0,0,1.00000
GO:0010898,positive regulation of triglyceride cata...,4,0,0.01,1.00000
GO:0010899,regulation of phosphatidylcholine catabo...,1,0,0,1.00000
GO:0010907,positive regulation of glucose metabolic...,65,0,0.18,1.00000
GO:0010908,regulation of heparan sulfate proteoglyc...,1,0,0,1.00000
GO:0010909,positive regulation of heparan sulfate p...,1,0,0,1.00000
GO:0010915,regulation of very-low-density lipoprote...,2,0,0.01,1.00000
GO:0010916,negative regulation of very-low-density ...,2,0,0.01,1.00000
GO:0010917,negative regulation of mitochondrial mem...,11,0,0.03,1.00000
GO:0010918,positive regulation of mitochondrial mem...,1,0,0,1.00000
GO:0010919,regulation of inositol phosphate biosynt...,12,0,0.03,1.00000
GO:0010920,negative regulation of inositol phosphat...,1,0,0,1.00000
GO:0010921,regulation of phosphatase activity,223,0,0.62,1.00000
GO:0010922,positive regulation of phosphatase activ...,62,0,0.17,1.00000
GO:0010923,negative regulation of phosphatase activ...,134,0,0.37,1.00000
GO:0010924,regulation of inositol-polyphosphate 5-p...,1,0,0,1.00000
GO:0010925,positive regulation of inositol-polyphos...,1,0,0,1.00000
GO:0010928,regulation of auxin mediated signaling p...,7,0,0.02,1.00000
GO:0010934,macrophage cytokine production,3,0,0.01,1.00000
GO:0010935,regulation of macrophage cytokine produc...,2,0,0.01,1.00000
GO:0010938,cytoplasmic microtubule depolymerization,1,0,0,1.00000
GO:0010940,positive regulation of necrotic cell dea...,14,0,0.04,1.00000
GO:0010948,negative regulation of cell cycle proces...,358,0,0.99,1.00000
GO:0010949,negative regulation of intestinal phytos...,6,0,0.02,1.00000
GO:0010950,positive regulation of endopeptidase act...,218,0,0.6,1.00000
GO:0010952,positive regulation of peptidase activit...,222,0,0.61,1.00000
GO:0010954,positive regulation of protein processin...,10,0,0.03,1.00000
GO:0010956,negative regulation of calcidiol 1-monoo...,3,0,0.01,1.00000
GO:0010957,negative regulation of vitamin D biosynt...,3,0,0.01,1.00000
GO:0010958,regulation of amino acid import across p...,2,0,0.01,1.00000
GO:0010960,magnesium ion homeostasis,67,0,0.18,1.00000
GO:0010962,regulation of glucan biosynthetic proces...,65,0,0.18,1.00000
GO:0010965,regulation of mitotic sister chromatid s...,58,0,0.16,1.00000
GO:0010966,regulation of phosphate transport,2,0,0.01,1.00000
GO:0010967,regulation of polyamine biosynthetic pro...,4,0,0.01,1.00000
GO:0010968,regulation of microtubule nucleation,3,0,0.01,1.00000
GO:0010970,transport along microtubule,362,0,1,1.00000
GO:0010971,positive regulation of G2/M transition o...,67,0,0.18,1.00000
GO:0010972,negative regulation of G2/M transition o...,63,0,0.17,1.00000
