GOID,p.value,gene,padj,log2FoldChange,description,GeneID,genomic_accession,start,end,GOterm,GOSlim,GOcat
GO:0022011,0.00925,LOC105327040,0.000788933626239276,-1.61014191757192,uncharacterized protein LOC105327040 isoform X2,105327040,NC_047566.1,45954289,45984413,myelination in the peripheral nervous system,developmental processes,P
GO:0022011,0.00925,LOC105327040,0.000788933626239276,-1.61014191757192,uncharacterized protein LOC105327040 isoform X2,105327040,NC_047566.1,45957982,45984413,myelination in the peripheral nervous system,developmental processes,P
GO:0030422,0.00030,LOC117689449,0.0000792703177398324,-1.67447615894981,RNA-dependent RNA polymerase 2-like isoform X1,117689449,NC_047561.1,31845235,31848432,RNA interference, production of siRNA,RNA metabolism,P
GO:0030422,0.00030,LOC117689449,0.0000792703177398324,-1.67447615894981,RNA-dependent RNA polymerase 2-like isoform X1,117689449,NC_047561.1,31839526,31848432,RNA interference, production of siRNA,RNA metabolism,P
GO:0030913,0.00024,LOC105342216,0.000092672888301861,1.72061484865036,uncharacterized protein LOC105342216 isoform X2,105342216,NC_047560.1,72888142,72909076,paranodal junction assembly,developmental processes,P
GO:0030913,0.00024,LOC105342216,0.000092672888301861,1.72061484865036,uncharacterized protein LOC105342216 isoform X2,105342216,NC_047560.1,72900073,72909076,paranodal junction assembly,developmental processes,P
GO:0030913,0.00024,LOC105342216,0.000092672888301861,1.72061484865036,uncharacterized protein LOC105342216 isoform X2,105342216,NC_047560.1,72873367,72909076,paranodal junction assembly,developmental processes,P
GO:0030913,0.00024,LOC105342216,0.000092672888301861,1.72061484865036,uncharacterized protein LOC105342216 isoform X2,105342216,NC_047560.1,72900073,72909076,paranodal junction assembly,cell organization and biogenesis,P
GO:0030913,0.00024,LOC105342216,0.000092672888301861,1.72061484865036,uncharacterized protein LOC105342216 isoform X2,105342216,NC_047560.1,72900410,72909076,paranodal junction assembly,developmental processes,P
GO:0030913,0.00024,LOC105342216,0.000092672888301861,1.72061484865036,uncharacterized protein LOC105342216 isoform X2,105342216,NC_047560.1,72888142,72909076,paranodal junction assembly,cell organization and biogenesis,P
GO:0030913,0.00024,LOC105342216,0.000092672888301861,1.72061484865036,uncharacterized protein LOC105342216 isoform X2,105342216,NC_047560.1,72900410,72909076,paranodal junction assembly,cell organization and biogenesis,P
GO:0030913,0.00024,LOC105342216,0.000092672888301861,1.72061484865036,uncharacterized protein LOC105342216 isoform X2,105342216,NC_047560.1,72873367,72909076,paranodal junction assembly,cell organization and biogenesis,P
GO:0032060,0.00345,LOC105318831,0.000000123974616057463,2.54544072510155,epithelial membrane protein 3,105318831,NC_047559.1,31194310,31196875,bleb formation,cell organization and biogenesis,P
GO:0032060,0.00345,LOC105318831,0.000000123974616057463,2.54544072510155,epithelial membrane protein 3,105318831,NC_047559.1,31193973,31196875,bleb formation,cell organization and biogenesis,P
GO:0032290,0.00014,LOC105327040,0.000788933626239276,-1.61014191757192,uncharacterized protein LOC105327040 isoform X2,105327040,NC_047566.1,45954289,45984413,myelin formation in the peripheral nervous system,developmental processes,P
GO:0032290,0.00014,LOC105327040,0.000788933626239276,-1.61014191757192,uncharacterized protein LOC105327040 isoform X2,105327040,NC_047566.1,45957982,45984413,myelin formation in the peripheral nervous system,cell organization and biogenesis,P
GO:0032290,0.00014,LOC105327040,0.000788933626239276,-1.61014191757192,uncharacterized protein LOC105327040 isoform X2,105327040,NC_047566.1,45949296,45984413,myelin formation in the peripheral nervous system,cell organization and biogenesis,P
GO:0032290,0.00014,LOC105327040,0.000788933626239276,-1.61014191757192,uncharacterized protein LOC105327040 isoform X2,105327040,NC_047566.1,45957982,45984413,myelin formation in the peripheral nervous system,developmental processes,P
GO:0032290,0.00014,LOC105327040,0.000788933626239276,-1.61014191757192,uncharacterized protein LOC105327040 isoform X2,105327040,NC_047566.1,45949296,45984413,myelin formation in the peripheral nervous system,developmental processes,P
GO:0032290,0.00014,LOC105327040,0.000788933626239276,-1.61014191757192,uncharacterized protein LOC105327040 isoform X2,105327040,NC_047566.1,45954289,45984413,myelin formation in the peripheral nervous system,cell organization and biogenesis,P
GO:0032436,0.00031,LOC105321541,0.0000000000000000174062647994605,3.1599694193965,uncharacterized protein LOC105321541,105321541,NC_047565.1,41433225,41436875,positive regulation of proteasomal ubiquitin-dependent protein catabolic process,protein metabolism,P
GO:0032436,0.00031,LOC117689114,0.00000000000000623952891774857,2.36324937232715,LOW QUALITY PROTEIN: uncharacterized protein LOC117689114,117689114,NC_047561.1,6540178,6543818,positive regulation of proteasomal ubiquitin-dependent protein catabolic process,protein metabolism,P
GO:0032436,0.00031,LOC105342525,0.000000000146333262267818,2.12509802475563,uncharacterized protein LOC105342525,105342525,NC_047566.1,24255148,24264557,positive regulation of proteasomal ubiquitin-dependent protein catabolic process,protein metabolism,P
GO:0032436,0.00031,LOC105338780,0.0000000000000000000353394445431573,1.7139228030831,E3 ubiquitin-protein ligase RNF14 isoform X1,105338780,NC_047568.1,34175424,34186222,positive regulation of proteasomal ubiquitin-dependent protein catabolic process,protein metabolism,P
GO:0032436,0.00031,LOC105338780,0.0000000000000000000353394445431573,1.7139228030831,E3 ubiquitin-protein ligase RNF14 isoform X1,105338780,NC_047568.1,34175424,34181755,positive regulation of proteasomal ubiquitin-dependent protein catabolic process,protein metabolism,P
GO:0032463,0.00472,LOC105328917,0.000000000000306731990453564,1.56381440281367,serine/threonine-protein kinase RIO3 isoform X2,105328917,NC_047559.1,28195847,28201439,negative regulation of protein homooligomerization,cell organization and biogenesis,P
GO:0032463,0.00472,LOC105328917,0.000000000000306731990453564,1.56381440281367,serine/threonine-protein kinase RIO3 isoform X2,105328917,NC_047559.1,28195686,28201439,negative regulation of protein homooligomerization,cell organization and biogenesis,P
GO:0032613,0.00222,LOC117692236,0.0000085674026915916,-2.22140722752093,toll-like receptor 4,117692236,NC_047563.1,25611670,25619528,interleukin-10 production,other biological processes,P
GO:0032714,0.00238,LOC117680475,0.00000155269736172861,2.0021824685248,eosinophil peroxidase-like,117680475,NC_047567.1,34343608,34368208,negative regulation of interleukin-5 production,other biological processes,P
GO:0032714,0.00238,LOC105332284,0.000000128589767689083,1.90236086480673,eosinophil peroxidase,105332284,NC_047567.1,35392315,35423054,negative regulation of interleukin-5 production,other biological processes,P
GO:0032728,0.00457,LOC117692236,0.0000085674026915916,-2.22140722752093,toll-like receptor 4,117692236,NC_047563.1,25611670,25619528,positive regulation of interferon-beta production,other biological processes,P
GO:0032728,0.00457,LOC105328917,0.000000000000306731990453564,1.56381440281367,serine/threonine-protein kinase RIO3 isoform X2,105328917,NC_047559.1,28195847,28201439,positive regulation of interferon-beta production,other biological processes,P
GO:0032728,0.00457,LOC105328917,0.000000000000306731990453564,1.56381440281367,serine/threonine-protein kinase RIO3 isoform X2,105328917,NC_047559.1,28195686,28201439,positive regulation of interferon-beta production,other biological processes,P
GO:0032753,0.00289,LOC105332284,0.000000128589767689083,1.90236086480673,eosinophil peroxidase,105332284,NC_047567.1,35392315,35423054,positive regulation of interleukin-4 production,other biological processes,P
GO:0032753,0.00289,LOC117680475,0.00000155269736172861,2.0021824685248,eosinophil peroxidase-like,117680475,NC_047567.1,34343608,34368208,positive regulation of interleukin-4 production,other biological processes,P
GO:0033274,0.00743,LOC105340188,0.000000445424062559559,-1.59664213013442,methylenetetrahydrofolate reductase,105340188,NC_047564.1,36433585,36441284,response to vitamin B2,other biological processes,P
GO:0033292,0.000002013184,LOC105342216,0.000092672888301861,1.72061484865036,uncharacterized protein LOC105342216 isoform X2,105342216,NC_047560.1,72873367,72909076,T-tubule organization,cell organization and biogenesis,P
GO:0033292,0.000002013184,LOC105342216,0.000092672888301861,1.72061484865036,uncharacterized protein LOC105342216 isoform X2,105342216,NC_047560.1,72900073,72909076,T-tubule organization,cell organization and biogenesis,P
GO:0033292,0.000002013184,LOC105342216,0.000092672888301861,1.72061484865036,uncharacterized protein LOC105342216 isoform X2,105342216,NC_047560.1,72900410,72909076,T-tubule organization,cell organization and biogenesis,P
GO:0033292,0.000002013184,LOC105342216,0.000092672888301861,1.72061484865036,uncharacterized protein LOC105342216 isoform X2,105342216,NC_047560.1,72888142,72909076,T-tubule organization,cell organization and biogenesis,P
GO:0034109,0.000040209747,LOC109618896,0.000987208983863439,-1.63639757952883,multiple epidermal growth factor-like domains protein 10 isoform X1,109618896,NC_047559.1,28214308,28227022,homotypic cell-cell adhesion,cell adhesion,P
GO:0034109,0.000040209747,LOC105323700,0.00310332842724422,-2.10269797622111,multiple epidermal growth factor-like domains protein 10 isoform X3,105323700,NC_047563.1,67760538,67773557,homotypic cell-cell adhesion,cell adhesion,P
GO:0034109,0.000040209747,LOC109617890,0.000618982869900736,-2.23681319643817,multiple epidermal growth factor-like domains protein 10 isoform X1,109617890,NC_047560.1,61751364,61759728,homotypic cell-cell adhesion,cell adhesion,P
GO:0034109,0.000040209747,LOC105323700,0.00310332842724422,-2.10269797622111,multiple epidermal growth factor-like domains protein 10 isoform X3,105323700,NC_047563.1,67759683,67773557,homotypic cell-cell adhesion,cell adhesion,P
GO:0034109,0.000040209747,LOC109617890,0.000618982869900736,-2.23681319643817,multiple epidermal growth factor-like domains protein 10 isoform X1,109617890,NC_047560.1,61751380,61759728,homotypic cell-cell adhesion,cell adhesion,P
GO:0034109,0.000040209747,LOC105331787,0.00945429814726328,-1.91849473291555,multiple epidermal growth factor-like domains protein 10,105331787,NC_047560.1,47597285,47603743,homotypic cell-cell adhesion,cell adhesion,P
GO:0035291,0.00743,LOC105337812,0.000112644087571344,-1.50132873610401,transcription factor collier isoform X1,105337812,NC_047562.1,48603026,48630052,specification of segmental identity, intercalary segment,developmental processes,P
GO:0042552,0.000000592412,LOC105319697,0.00000000000000388308461626352,-1.78238676190955,sodium/calcium exchanger 3 isoform X3,105319697,NC_047568.1,45562249,45571944,myelination,developmental processes,P
GO:0042552,0.000000592412,LOC105318831,0.000000123974616057463,2.54544072510155,epithelial membrane protein 3,105318831,NC_047559.1,31194310,31196875,myelination,developmental processes,P
GO:0042552,0.000000592412,LOC105327040,0.000788933626239276,-1.61014191757192,uncharacterized protein LOC105327040 isoform X2,105327040,NC_047566.1,45954289,45984413,myelination,developmental processes,P
GO:0042552,0.000000592412,LOC105327040,0.000788933626239276,-1.61014191757192,uncharacterized protein LOC105327040 isoform X2,105327040,NC_047566.1,45957982,45984413,myelination,developmental processes,P
GO:0042552,0.000000592412,LOC105327040,0.000788933626239276,-1.61014191757192,uncharacterized protein LOC105327040 isoform X2,105327040,NC_047566.1,45949296,45984413,myelination,developmental processes,P
GO:0042552,0.000000592412,LOC105318831,0.000000123974616057463,2.54544072510155,epithelial membrane protein 3,105318831,NC_047559.1,31193973,31196875,myelination,developmental processes,P
GO:0042730,0.00049,LOC105342568,0.00248096959514069,-1.56127571941645,uncharacterized protein LOC105342568,105342568,NC_047560.1,46567165,46607361,fibrinolysis,stress response,P
GO:0042730,0.00049,LOC105343550,0.0044397234959736,-1.52312915423406,uncharacterized protein LOC105343550,105343550,NC_047560.1,56961317,56982121,fibrinolysis,stress response,P
GO:0042730,0.00049,LOC105334358,0.000631637957640889,-1.90545756142696,uncharacterized protein LOC105334358,105334358,NC_047560.1,34241487,34263529,fibrinolysis,stress response,P
GO:0042744,0.00486,LOC105330239,0.0017663321940044,-2.08961696973169,putative cuticle collagen 75,105330239,NC_047566.1,25182214,25185987,hydrogen peroxide catabolic process,stress response,P
GO:0042744,0.00486,LOC105332284,0.000000128589767689083,1.90236086480673,eosinophil peroxidase,105332284,NC_047567.1,35392315,35423054,hydrogen peroxide catabolic process,other metabolic processes,P
GO:0042744,0.00486,LOC117680475,0.00000155269736172861,2.0021824685248,eosinophil peroxidase-like,117680475,NC_047567.1,34343608,34368208,hydrogen peroxide catabolic process,stress response,P
GO:0042744,0.00486,LOC105330239,0.0017663321940044,-2.08961696973169,putative cuticle collagen 75,105330239,NC_047566.1,25182214,25185987,hydrogen peroxide catabolic process,other metabolic processes,P
GO:0042744,0.00486,LOC105332284,0.000000128589767689083,1.90236086480673,eosinophil peroxidase,105332284,NC_047567.1,35392315,35423054,hydrogen peroxide catabolic process,stress response,P
GO:0042744,0.00486,LOC117680475,0.00000155269736172861,2.0021824685248,eosinophil peroxidase-like,117680475,NC_047567.1,34343608,34368208,hydrogen peroxide catabolic process,other metabolic processes,P
GO:0043277,0.000002192762,LOC105341388,0.00000000000482145413997951,1.5582488250817,protein disulfide-isomerase A6 isoform X1,105341388,NC_047559.1,12179185,12184706,apoptotic cell clearance,transport,P
GO:0043277,0.000002192762,LOC105341388,0.00000000000482145413997951,1.5582488250817,protein disulfide-isomerase A6 isoform X1,105341388,NC_047559.1,12178644,12184706,apoptotic cell clearance,cell organization and biogenesis,P
GO:0043277,0.000002192762,LOC105341388,0.00000000000482145413997951,1.5582488250817,protein disulfide-isomerase A6 isoform X1,105341388,NC_047559.1,12179185,12184706,apoptotic cell clearance,cell organization and biogenesis,P
GO:0043277,0.000002192762,LOC105341388,0.00000000000482145413997951,1.5582488250817,protein disulfide-isomerase A6 isoform X1,105341388,NC_047559.1,12178644,12184706,apoptotic cell clearance,transport,P
GO:0043388,0.000025762112,LOC105329085,0.000000000000000000000000000887626183870997,-1.97770414504081,high mobility group-T protein,105329085,NC_047565.1,7563193,7565815,positive regulation of DNA binding,other biological processes,P
GO:0043388,0.000025762112,LOC105329085,0.000000000000000000000000000887626183870997,-1.97770414504081,high mobility group-T protein,105329085,NC_047565.1,7562941,7565815,positive regulation of DNA binding,other biological processes,P
GO:0043388,0.000025762112,LOC105329085,0.000000000000000000000000000887626183870997,-1.97770414504081,high mobility group-T protein,105329085,NC_047565.1,7562918,7565815,positive regulation of DNA binding,other biological processes,P
GO:0043652,0.000046450361,LOC109617890,0.000618982869900736,-2.23681319643817,multiple epidermal growth factor-like domains protein 10 isoform X1,109617890,NC_047560.1,61751364,61759728,engulfment of apoptotic cell,cell organization and biogenesis,P
GO:0043652,0.000046450361,LOC109617890,0.000618982869900736,-2.23681319643817,multiple epidermal growth factor-like domains protein 10 isoform X1,109617890,NC_047560.1,61751364,61759728,engulfment of apoptotic cell,transport,P
GO:0043652,0.000046450361,LOC109618896,0.000987208983863439,-1.63639757952883,multiple epidermal growth factor-like domains protein 10 isoform X1,109618896,NC_047559.1,28214308,28227022,engulfment of apoptotic cell,transport,P
GO:0043652,0.000046450361,LOC105323700,0.00310332842724422,-2.10269797622111,multiple epidermal growth factor-like domains protein 10 isoform X3,105323700,NC_047563.1,67759683,67773557,engulfment of apoptotic cell,transport,P
GO:0043652,0.000046450361,LOC109617890,0.000618982869900736,-2.23681319643817,multiple epidermal growth factor-like domains protein 10 isoform X1,109617890,NC_047560.1,61751380,61759728,engulfment of apoptotic cell,cell organization and biogenesis,P
GO:0043652,0.000046450361,LOC105323700,0.00310332842724422,-2.10269797622111,multiple epidermal growth factor-like domains protein 10 isoform X3,105323700,NC_047563.1,67760538,67773557,engulfment of apoptotic cell,transport,P
GO:0043652,0.000046450361,LOC109618896,0.000987208983863439,-1.63639757952883,multiple epidermal growth factor-like domains protein 10 isoform X1,109618896,NC_047559.1,28214308,28227022,engulfment of apoptotic cell,cell organization and biogenesis,P
GO:0043652,0.000046450361,LOC105323700,0.00310332842724422,-2.10269797622111,multiple epidermal growth factor-like domains protein 10 isoform X3,105323700,NC_047563.1,67759683,67773557,engulfment of apoptotic cell,cell organization and biogenesis,P
GO:0043652,0.000046450361,LOC105323700,0.00310332842724422,-2.10269797622111,multiple epidermal growth factor-like domains protein 10 isoform X3,105323700,NC_047563.1,67760538,67773557,engulfment of apoptotic cell,cell organization and biogenesis,P
GO:0043652,0.000046450361,LOC109617890,0.000618982869900736,-2.23681319643817,multiple epidermal growth factor-like domains protein 10 isoform X1,109617890,NC_047560.1,61751380,61759728,engulfment of apoptotic cell,transport,P
GO:0043654,0.000016604396,LOC109617890,0.000618982869900736,-2.23681319643817,multiple epidermal growth factor-like domains protein 10 isoform X1,109617890,NC_047560.1,61751364,61759728,recognition of apoptotic cell,transport,P
GO:0043654,0.000016604396,LOC105323700,0.00310332842724422,-2.10269797622111,multiple epidermal growth factor-like domains protein 10 isoform X3,105323700,NC_047563.1,67759683,67773557,recognition of apoptotic cell,transport,P
GO:0043654,0.000016604396,LOC105323700,0.00310332842724422,-2.10269797622111,multiple epidermal growth factor-like domains protein 10 isoform X3,105323700,NC_047563.1,67759683,67773557,recognition of apoptotic cell,cell organization and biogenesis,P
GO:0043654,0.000016604396,LOC109617890,0.000618982869900736,-2.23681319643817,multiple epidermal growth factor-like domains protein 10 isoform X1,109617890,NC_047560.1,61751364,61759728,recognition of apoptotic cell,cell organization and biogenesis,P
GO:0043654,0.000016604396,LOC109618896,0.000987208983863439,-1.63639757952883,multiple epidermal growth factor-like domains protein 10 isoform X1,109618896,NC_047559.1,28214308,28227022,recognition of apoptotic cell,cell organization and biogenesis,P
GO:0043654,0.000016604396,LOC109617890,0.000618982869900736,-2.23681319643817,multiple epidermal growth factor-like domains protein 10 isoform X1,109617890,NC_047560.1,61751380,61759728,recognition of apoptotic cell,cell organization and biogenesis,P
GO:0043654,0.000016604396,LOC109618896,0.000987208983863439,-1.63639757952883,multiple epidermal growth factor-like domains protein 10 isoform X1,109618896,NC_047559.1,28214308,28227022,recognition of apoptotic cell,transport,P
GO:0043654,0.000016604396,LOC105323700,0.00310332842724422,-2.10269797622111,multiple epidermal growth factor-like domains protein 10 isoform X3,105323700,NC_047563.1,67760538,67773557,recognition of apoptotic cell,transport,P
GO:0043654,0.000016604396,LOC109617890,0.000618982869900736,-2.23681319643817,multiple epidermal growth factor-like domains protein 10 isoform X1,109617890,NC_047560.1,61751380,61759728,recognition of apoptotic cell,transport,P
GO:0043654,0.000016604396,LOC105323700,0.00310332842724422,-2.10269797622111,multiple epidermal growth factor-like domains protein 10 isoform X3,105323700,NC_047563.1,67760538,67773557,recognition of apoptotic cell,cell organization and biogenesis,P
GO:0045088,0.00278,LOC117685389,0.0268594093228148,2.20748110504351,deoxynucleoside triphosphate triphosphohydrolase SAMHD1-like isoform X1,117685389,NW_022994819.1,658425,671982,regulation of innate immune response,stress response,P
GO:0045088,0.00278,LOC117685389,0.0268594093228148,2.20748110504351,deoxynucleoside triphosphate triphosphohydrolase SAMHD1-like isoform X1,117685389,NW_022994819.1,658418,671982,regulation of innate immune response,stress response,P
GO:0045088,0.00278,LOC117682508,0.0105484951602654,-1.92834726836404,fucolectin-like,117682508,NC_047566.1,45602610,45603813,regulation of innate immune response,stress response,P
GO:0045088,0.00278,LOC117685389,0.0268594093228148,2.20748110504351,deoxynucleoside triphosphate triphosphohydrolase SAMHD1-like isoform X1,117685389,NW_022994819.1,658418,671983,regulation of innate immune response,stress response,P
GO:0045088,0.00278,LOC105348557,0.00431061969577446,-2.37258113737443,fucolectin,105348557,NC_047566.1,45595593,45596783,regulation of innate immune response,stress response,P
GO:0045454,0.00622,LOC105322320,0.00000000000000000000064655209802873,1.60869420282807,protein disulfide-isomerase A4 isoform X2,105322320,NC_047567.1,31393858,31426751,cell redox homeostasis,other biological processes,P
GO:0045454,0.00622,LOC105341388,0.00000000000482145413997951,1.5582488250817,protein disulfide-isomerase A6 isoform X1,105341388,NC_047559.1,12178644,12184706,cell redox homeostasis,other biological processes,P
GO:0045454,0.00622,LOC105341388,0.00000000000482145413997951,1.5582488250817,protein disulfide-isomerase A6 isoform X1,105341388,NC_047559.1,12179185,12184706,cell redox homeostasis,other biological processes,P
GO:0045454,0.00622,LOC105322320,0.00000000000000000000064655209802873,1.60869420282807,protein disulfide-isomerase A4 isoform X2,105322320,NC_047567.1,31419863,31426751,cell redox homeostasis,other biological processes,P
GO:0046061,0.00064,LOC117685389,0.0268594093228148,2.20748110504351,deoxynucleoside triphosphate triphosphohydrolase SAMHD1-like isoform X1,117685389,NW_022994819.1,658425,671982,dATP catabolic process,other metabolic processes,P
GO:0046061,0.00064,LOC117685389,0.0268594093228148,2.20748110504351,deoxynucleoside triphosphate triphosphohydrolase SAMHD1-like isoform X1,117685389,NW_022994819.1,658418,671982,dATP catabolic process,other metabolic processes,P
GO:0046061,0.00064,LOC117685389,0.0268594093228148,2.20748110504351,deoxynucleoside triphosphate triphosphohydrolase SAMHD1-like isoform X1,117685389,NW_022994819.1,658418,671983,dATP catabolic process,other metabolic processes,P
GO:0046718,0.000011109831,LOC117693159,0.000920648875995171,1.69061998652439,uncharacterized protein LOC117693159 isoform X2,117693159,NC_047564.1,11958442,11965566,entry of virus into host cell,other biological processes,P
GO:0046718,0.000011109831,LOC117683174,0.000781418402505519,1.68590849178917,uncharacterized protein LOC117683174 isoform X2,117683174,NC_047559.1,10341737,10348858,entry of virus into host cell,other biological processes,P
GO:0046718,0.000011109831,LOC117693159,0.000920648875995171,1.69061998652439,uncharacterized protein LOC117693159 isoform X2,117693159,NC_047564.1,11958445,11965566,entry of virus into host cell,other biological processes,P
GO:0046718,0.000011109831,LOC117693159,0.000920648875995171,1.69061998652439,uncharacterized protein LOC117693159 isoform X2,117693159,NC_047564.1,11958446,11965566,entry of virus into host cell,other biological processes,P
GO:0048241,0.00743,LOC105339854,0.0161142997488641,-1.50973838724726,solute carrier family 22 member 4-like,105339854,NC_047568.1,31614916,31625556,epinephrine transport,transport,P
GO:0048641,0.000014324361,LOC109617890,0.000618982869900736,-2.23681319643817,multiple epidermal growth factor-like domains protein 10 isoform X1,109617890,NC_047560.1,61751380,61759728,regulation of skeletal muscle tissue development,developmental processes,P
GO:0048641,0.000014324361,LOC105323700,0.00310332842724422,-2.10269797622111,multiple epidermal growth factor-like domains protein 10 isoform X3,105323700,NC_047563.1,67759683,67773557,regulation of skeletal muscle tissue development,developmental processes,P
GO:0048641,0.000014324361,LOC109617890,0.000618982869900736,-2.23681319643817,multiple epidermal growth factor-like domains protein 10 isoform X1,109617890,NC_047560.1,61751364,61759728,regulation of skeletal muscle tissue development,developmental processes,P
GO:0048641,0.000014324361,LOC105323700,0.00310332842724422,-2.10269797622111,multiple epidermal growth factor-like domains protein 10 isoform X3,105323700,NC_047563.1,67760538,67773557,regulation of skeletal muscle tissue development,developmental processes,P
GO:0048641,0.000014324361,LOC109618896,0.000987208983863439,-1.63639757952883,multiple epidermal growth factor-like domains protein 10 isoform X1,109618896,NC_047559.1,28214308,28227022,regulation of skeletal muscle tissue development,developmental processes,P
GO:0048709,0.00877,LOC105319697,0.00000000000000388308461626352,-1.78238676190955,sodium/calcium exchanger 3 isoform X3,105319697,NC_047568.1,45562249,45571944,oligodendrocyte differentiation,developmental processes,P
GO:0048709,0.00877,LOC105345976,0.00734488610535634,-1.8373629252595,receptor-type tyrosine-protein phosphatase F,105345976,NC_047560.1,35720908,35740628,oligodendrocyte differentiation,developmental processes,P
GO:0048712,0.00743,LOC105336096,0.00149388965300803,-1.54377641525004,nuclear receptor subfamily 2 group E member 1,105336096,NC_047563.1,38308193,38314735,negative regulation of astrocyte differentiation,developmental processes,P
GO:0048771,0.00766,LOC105342568,0.00248096959514069,-1.56127571941645,uncharacterized protein LOC105342568,105342568,NC_047560.1,46567165,46607361,tissue remodeling,other biological processes,P
GO:0048771,0.00766,LOC105343550,0.0044397234959736,-1.52312915423406,uncharacterized protein LOC105343550,105343550,NC_047560.1,56961317,56982121,tissue remodeling,other biological processes,P
GO:0048771,0.00766,LOC105334358,0.000631637957640889,-1.90545756142696,uncharacterized protein LOC105334358,105334358,NC_047560.1,34241487,34263529,tissue remodeling,other biological processes,P
GO:0048923,0.000054977444,LOC105336755,0.000137916633501732,-2.07139003433939,neurogenic differentiation factor 6-A,105336755,NW_022994945.1,459326,467860,posterior lateral line neuromast hair cell differentiation,developmental processes,P
GO:0048923,0.000054977444,LOC105336755,0.000137916633501732,-2.07139003433939,neurogenic differentiation factor 6-A,105336755,NW_022994945.1,464508,467861,posterior lateral line neuromast hair cell differentiation,developmental processes,P
GO:0048932,0.00011,LOC105327040,0.000788933626239276,-1.61014191757192,uncharacterized protein LOC105327040 isoform X2,105327040,NC_047566.1,45949296,45984413,myelination of posterior lateral line nerve axons,cell organization and biogenesis,P
GO:0048932,0.00011,LOC105327040,0.000788933626239276,-1.61014191757192,uncharacterized protein LOC105327040 isoform X2,105327040,NC_047566.1,45954289,45984413,myelination of posterior lateral line nerve axons,cell organization and biogenesis,P
GO:0048932,0.00011,LOC105327040,0.000788933626239276,-1.61014191757192,uncharacterized protein LOC105327040 isoform X2,105327040,NC_047566.1,45954289,45984413,myelination of posterior lateral line nerve axons,developmental processes,P
GO:0048932,0.00011,LOC105327040,0.000788933626239276,-1.61014191757192,uncharacterized protein LOC105327040 isoform X2,105327040,NC_047566.1,45949296,45984413,myelination of posterior lateral line nerve axons,developmental processes,P
GO:0048932,0.00011,LOC105327040,0.000788933626239276,-1.61014191757192,uncharacterized protein LOC105327040 isoform X2,105327040,NC_047566.1,45957982,45984413,myelination of posterior lateral line nerve axons,cell organization and biogenesis,P
GO:0048932,0.00011,LOC105327040,0.000788933626239276,-1.61014191757192,uncharacterized protein LOC105327040 isoform X2,105327040,NC_047566.1,45957982,45984413,myelination of posterior lateral line nerve axons,developmental processes,P
GO:0050776,0.00216,LOC117691483,0.00852919660406425,-1.75089099257528,perlucin-like,117691483,NC_047563.1,53941456,53944939,regulation of immune response,other biological processes,P
GO:0051147,0.00021,LOC105323700,0.00310332842724422,-2.10269797622111,multiple epidermal growth factor-like domains protein 10 isoform X3,105323700,NC_047563.1,67760538,67773557,regulation of muscle cell differentiation,other biological processes,P
GO:0051147,0.00021,LOC109617890,0.000618982869900736,-2.23681319643817,multiple epidermal growth factor-like domains protein 10 isoform X1,109617890,NC_047560.1,61751364,61759728,regulation of muscle cell differentiation,other biological processes,P
GO:0051147,0.00021,LOC105323700,0.00310332842724422,-2.10269797622111,multiple epidermal growth factor-like domains protein 10 isoform X3,105323700,NC_047563.1,67759683,67773557,regulation of muscle cell differentiation,other biological processes,P
GO:0051147,0.00021,LOC109617890,0.000618982869900736,-2.23681319643817,multiple epidermal growth factor-like domains protein 10 isoform X1,109617890,NC_047560.1,61751380,61759728,regulation of muscle cell differentiation,other biological processes,P
GO:0051147,0.00021,LOC109618896,0.000987208983863439,-1.63639757952883,multiple epidermal growth factor-like domains protein 10 isoform X1,109618896,NC_047559.1,28214308,28227022,regulation of muscle cell differentiation,other biological processes,P
GO:0051279,0.00316,LOC105342216,0.000092672888301861,1.72061484865036,uncharacterized protein LOC105342216 isoform X2,105342216,NC_047560.1,72900410,72909076,regulation of release of sequestered calcium ion into cytosol,transport,P
GO:0051279,0.00316,LOC105342216,0.000092672888301861,1.72061484865036,uncharacterized protein LOC105342216 isoform X2,105342216,NC_047560.1,72900073,72909076,regulation of release of sequestered calcium ion into cytosol,transport,P
GO:0051279,0.00316,LOC105342216,0.000092672888301861,1.72061484865036,uncharacterized protein LOC105342216 isoform X2,105342216,NC_047560.1,72888142,72909076,regulation of release of sequestered calcium ion into cytosol,transport,P
GO:0051279,0.00316,LOC105342216,0.000092672888301861,1.72061484865036,uncharacterized protein LOC105342216 isoform X2,105342216,NC_047560.1,72873367,72909076,regulation of release of sequestered calcium ion into cytosol,transport,P
GO:0051560,0.00684,LOC105319697,0.00000000000000388308461626352,-1.78238676190955,sodium/calcium exchanger 3 isoform X3,105319697,NC_047568.1,45562249,45571944,mitochondrial calcium ion homeostasis,other biological processes,P
GO:0051597,0.000000018931,LOC105320186,0.00196376379660383,1.52208521839838,arylsulfatase B isoform X1,105320186,NC_047564.1,4182499,4194850,response to methylmercury,other biological processes,P
GO:0051597,0.000000018931,LOC105342216,0.000092672888301861,1.72061484865036,uncharacterized protein LOC105342216 isoform X2,105342216,NC_047560.1,72900073,72909076,response to methylmercury,other biological processes,P
