gene,baseMean,log2FoldChange,lfcSE,pvalue,padj,cat,description,feature,count,plus_minus,analysis
LOC105318516,68.17687446,-0.553155005,0.209036692,0.000750162,0.017308978,characterized,PITH domain-containing protein GA19395,genome,1,-1,triploid_heat
LOC105344203,181.7813401,-0.551632839,0.192015339,0.000395016,0.010992288,characterized,glutamate receptor U1,genome,1,-1,triploid_heat
LOC105331684,39.38758531,-0.550333077,0.273000275,0.003372702,0.048593548,characterized,fas apoptotic inhibitory molecule 1,genome,1,-1,triploid_heat
LOC105340132,1399.635244,-0.549950623,0.118175791,3.80E-07,4.58E-05,characterized,RNA-binding protein PNO1,genome,1,-1,triploid_heat
LOC105336633,18.74812287,-0.549773957,0.262379628,0.002954896,0.044456,characterized,alpha-1446216-mannosyltransferase ALG2,genome,1,-1,triploid_heat
LOC105327708,51.11666382,-0.549407684,0.256908576,0.00266244,0.04138022,characterized,WD repeat-containing protein 78 isoform X3,genome,1,-1,triploid_heat
LOC105323215,84.88480732,-0.547560583,0.24105835,0.001970473,0.034288087,characterized,glutamate receptor ionotropic kainate 3 isoform X1,genome,1,-1,triploid_heat
LOC105341432,212.9775129,-0.54736299,0.182681128,0.000274894,0.00849317,characterized,dynein regulatory complex protein 10,genome,1,-1,triploid_heat
LOC105341719,447.4143163,-0.547306491,0.16988406,0.000132304,0.005178819,characterized,coiled-coil domain-containing protein 63 isoform X2,genome,1,-1,triploid_heat
LOC105339136,848.5750809,-0.546980961,0.141444274,1.22E-05,0.000840462,characterized,transcriptional regulator ATRX isoform X1,genome,1,-1,triploid_heat
LOC105331685,51.21947782,-0.546174246,0.251105765,0.002497813,0.040006538,characterized,tetraspanin-7,genome,1,-1,triploid_heat
LOC105335325,40.99817394,-0.544485356,0.227122717,0.001489766,0.028057055,characterized,DNA-directed RNA polymerase II subunit GRINL1A,genome,1,-1,triploid_heat
LOC117680292,501.6074469,-0.543602451,0.197948127,0.000582369,0.014714788,characterized,tektin-3-like isoform X2,genome,1,-1,triploid_heat
LOC105327405,88.33679863,-0.542606495,0.136937049,8.59E-06,0.000630706,characterized,39S ribosomal protein L30 mitochondrial,genome,1,-1,triploid_heat
LOC105318921,145.5028886,-0.542561663,0.16542468,0.000111337,0.004520671,characterized,lipoxygenase homology domain-containing protein 1 isoform X2,genome,1,-1,triploid_heat
LOC105344255,28.24699861,-0.54140706,0.220981761,0.001329093,0.026079911,characterized,TRMT1-like protein,genome,1,-1,triploid_heat
LOC105319406,133.0495147,-0.539747955,0.210258053,0.000972592,0.020853734,characterized,protein ATP6V1FNB,genome,1,-1,triploid_heat
LOC105317802,111.0461531,-0.534549317,0.23119249,0.001869811,0.032845831,characterized,calmodulin-like protein 12,genome,1,-1,triploid_heat
LOC105318915,157.7048658,-0.534344053,0.204236266,0.000857248,0.019073505,characterized,sperm flagellar protein 2 isoform X1,genome,1,-1,triploid_heat
LOC105326193,21.64230021,-0.534261167,0.179975879,0.000328594,0.009590069,characterized,4-trimethylaminobutyraldehyde dehydrogenase isoform X1,genome,1,-1,triploid_heat
LOC105318606,59.87712332,-0.534130346,0.195028065,0.000628959,0.015488839,characterized,WD repeat-containing protein 86 isoform X2,genome,1,-1,triploid_heat
LOC105338633,75.07645446,-0.533754703,0.15501807,6.36E-05,0.003000179,characterized,intraflagellar transport protein 80 homolog isoform X2,genome,1,-1,triploid_heat
LOC105343143,260.0591563,-0.53257929,0.107113983,8.42E-08,1.24E-05,characterized,b(0+)-type amino acid transporter 1 isoform X2,genome,1,-1,triploid_heat
LOC105329262,57.80291045,-0.529006506,0.235611285,0.00223334,0.037178665,characterized,protein FAM183B,genome,1,-1,triploid_heat
LOC105345203,314.9100139,-0.527189923,0.124001301,2.61E-06,0.000235207,characterized,cyclic nucleotide-gated channel rod photoreceptor subunit alpha isoform X3,genome,1,-1,triploid_heat
LOC117684900,27.67026019,-0.525834389,0.23945293,0.00254832,0.040621774,characterized,protein NATD1-like,genome,1,-1,triploid_heat
LOC105346262,149.0486223,-0.525383035,0.169818852,0.000215107,0.007123257,characterized,superoxide dismutase [Mn] mitochondrial-like,genome,1,-1,triploid_heat
LOC105319827,54.89336001,-0.525362187,0.242706643,0.002706791,0.041849754,characterized,adenylosuccinate synthetase,genome,1,-1,triploid_heat
LOC105342296,108.1526045,-0.525103296,0.215928672,0.001444307,0.027407663,characterized,leucine-rich repeat-containing protein 74B,genome,1,-1,triploid_heat
LOC105348537,169.5256802,-0.521793483,0.243498045,0.002790965,0.042572588,characterized,annexin A7,genome,1,-1,triploid_heat
LOC105344389,260.016052,-0.521676,0.195550113,0.000782961,0.017829286,characterized,aldehyde dehydrogenase mitochondrial,genome,1,-1,triploid_heat
LOC105335167,26.41862997,-0.521132514,0.246635039,0.003095854,0.046219364,characterized,lymphocyte expansion molecule,genome,1,-1,triploid_heat
LOC105323777,144.0063623,-0.519089307,0.252302385,0.003434612,0.049109277,characterized,glutathione S-transferase A,genome,1,-1,triploid_heat
LOC105323463,1077.690198,-0.518448637,0.204685948,0.001140179,0.023381478,characterized,dynein light chain 2 cytoplasmic,genome,1,-1,triploid_heat
LOC105346973,67.13825507,-0.518266586,0.228316494,0.002173395,0.036593738,characterized,pre-mRNA-splicing factor CWC25 homolog,genome,1,-1,triploid_heat
LOC105332572,183.8319115,-0.515753844,0.191647925,0.000749047,0.017308978,characterized,LOW QUALITY PROTEIN: FRAS1-related extracellular matrix protein 1,genome,1,-1,triploid_heat
LOC105322421,78.5345684,-0.514861076,0.205769913,0.001270798,0.025258487,characterized,serum paraoxonase/arylesterase 1 isoform X1,genome,1,-1,triploid_heat
LOC105332016,1447.747428,-0.51203181,0.133765994,1.57E-05,0.001041041,characterized,pescadillo homolog,genome,1,-1,triploid_heat
LOC105331699,82.8122612,-0.511994176,0.185412981,0.000626811,0.015456601,characterized,ribonuclease Oy,genome,1,-1,triploid_heat
LOC105341425,137.4941465,-0.509238083,0.189956272,0.000787079,0.017878915,characterized,dynein intermediate chain 2 ciliary isoform X3,genome,1,-1,triploid_heat
LOC105318496,74.23996167,-0.507295751,0.237411315,0.003046548,0.045611667,characterized,acetyl-coenzyme A synthetase,genome,1,-1,triploid_heat
LOC105342898,203.1002264,-0.506347384,0.231495302,0.002717875,0.041950806,characterized,extended synaptotagmin-2 isoform X8,genome,1,-1,triploid_heat
LOC105339961,39.24041989,-0.506317349,0.191723935,0.000900721,0.019731346,characterized,acyl-CoA:lysophosphatidylglycerol acyltransferase 1-like isoform X1,genome,1,-1,triploid_heat
LOC105342403,33.48952515,-0.505758058,0.223895049,0.002393432,0.038861674,characterized,U4/U6 small nuclear ribonucleoprotein Prp31-like,genome,1,-1,triploid_heat
LOC117682836,54.01843738,-0.504060214,0.169019874,0.000339509,0.009830832,characterized,cadherin-like and PC-esterase domain-containing protein 1 isoform X1,genome,1,-1,triploid_heat
LOC105330622,154.4697089,-0.503149381,0.149877363,9.71E-05,0.004078062,characterized,tetratricopeptide repeat protein 25 isoform X9,genome,1,-1,triploid_heat
LOC105336482,48.80617717,-0.499248429,0.162579625,0.000257949,0.008231607,characterized,neurocalcin-delta,genome,1,-1,triploid_heat
LOC105335975,185.5453932,-0.499017755,0.223810029,0.002567576,0.040756408,characterized,dynein intermediate chain 3 ciliary isoform X2,genome,1,-1,triploid_heat
LOC105344283,33.53060173,-0.49719898,0.233601449,0.003223721,0.04734198,characterized,agmatinase mitochondrial,genome,1,-1,triploid_heat
LOC105334927,250.651383,-0.495571789,0.161711979,0.000259339,0.008234901,characterized,adenylate kinase isoenzyme 5 isoform X1,genome,1,-1,triploid_heat
LOC105330821,465.1471636,-0.494922808,0.150267491,0.000122818,0.004871767,characterized,transient receptor potential cation channel subfamily M member-like 2 isoform X2,genome,1,-1,triploid_heat
LOC105331594,58.90968864,-0.493366265,0.195357466,0.001273431,0.025283566,characterized,transmembrane protein 143,genome,1,-1,triploid_heat
LOC105335656,32.83674529,-0.492950587,0.227877123,0.003062365,0.045811285,characterized,COMM domain-containing protein 1,genome,1,-1,triploid_heat
LOC105329107,189.4184735,-0.492842281,0.180434663,0.000727675,0.016899789,characterized,pregnancy zone protein isoform X2,genome,1,-1,triploid_heat
LOC105341443,3904.630373,-0.492809754,0.145496701,9.02E-05,0.003878173,characterized,CCHC-type zinc finger protein CG3800-like,genome,1,-1,triploid_heat
LOC105348580,65.40338435,-0.491189239,0.20992231,0.002031317,0.034886074,characterized,synaptic vesicle membrane protein VAT-1 homolog-like,genome,1,-1,triploid_heat
LOC105344119,146.4687981,-0.490382612,0.146228103,0.000102557,0.004241392,characterized,EF-hand calcium-binding domain-containing protein 5 isoform X1,genome,1,-1,triploid_heat
LOC105324234,56.51826991,-0.489399063,0.215339313,0.002435449,0.039198826,characterized,thioredoxin domain-containing protein 9-like,genome,1,-1,triploid_heat
LOC105319135,146.3634997,-0.488904972,0.218834778,0.002638164,0.041216156,characterized,ethanolamine-phosphate cytidylyltransferase isoform X1,genome,1,-1,triploid_heat
LOC105332695,185.3180341,-0.488602641,0.151933743,0.000164551,0.005962964,characterized,sarcoplasmic calcium-binding protein,genome,1,-1,triploid_heat
LOC105344802,26.70966665,-0.488123781,0.228509326,0.003302614,0.047928175,characterized,all-trans retinoic acid-induced differentiation factor,genome,1,-1,triploid_heat
LOC105325597,513.8975972,-0.487787526,0.183514174,0.000903408,0.01974331,characterized,heterochromatin protein 1-binding protein 3,genome,1,-1,triploid_heat
LOC105331817,697.5759095,-0.483121597,0.137126948,5.55E-05,0.002674028,characterized,hydrocephalus-inducing protein homolog isoform X4,genome,1,-1,triploid_heat
LOC117692981,83.60117985,-0.480652523,0.156817567,0.000279291,0.008600208,characterized,glutathione S-transferase-like,genome,1,-1,triploid_heat
LOC105346877,208.2628197,-0.480585516,0.179735057,0.000895875,0.019648533,characterized,pericentriolar material 1 protein isoform X1,genome,1,-1,triploid_heat
LOC105335875,1583.092689,-0.479620025,0.145504,0.000127592,0.005026146,characterized,60S ribosomal protein L6,genome,1,-1,triploid_heat
LOC105339386,68.99741688,-0.479282702,0.158677561,0.000318951,0.009380781,characterized,mitogen-activated protein kinase kinase kinase 4,genome,1,-1,triploid_heat
LOC105343458,47.06026829,-0.478292751,0.211385373,0.002588741,0.040846309,characterized,mitochondrial fission 1 protein,genome,1,-1,triploid_heat
LOC105339104,6430.133806,-0.47807229,0.146345195,0.000170431,0.006139839,characterized,40S ribosomal protein S25,genome,1,-1,triploid_heat
LOC105348823,95.31411096,-0.477290945,0.12977939,3.29E-05,0.001833785,characterized,mitochondrial carrier homolog 2,genome,1,-1,triploid_heat
LOC105347930,56.45369395,-0.477280471,0.170467373,0.000637754,0.015580619,characterized,E3 ubiquitin-protein ligase RNF8,genome,1,-1,triploid_heat
LOC105344987,151.1127402,-0.476069286,0.210519615,0.002581666,0.040833808,characterized,DDB1- and CUL4-associated factor 11,genome,1,-1,triploid_heat
LOC105347264,159.8368842,-0.475898242,0.125090339,2.01E-05,0.001259209,characterized,protein O-GlcNAcase isoform X2,genome,1,-1,triploid_heat
LOC105331409,43.91794388,-0.475844275,0.213786315,0.002856523,0.043329419,characterized,spindle and centriole-associated protein 1 isoform X1,genome,1,-1,triploid_heat
LOC105343052,43.00590398,-0.47119685,0.206496247,0.002593967,0.04089315,characterized,CASP8-associated protein 2,genome,1,-1,triploid_heat
LOC105343892,100.8013047,-0.470301847,0.183277012,0.001249368,0.024994126,characterized,actin-histidine N-methyltransferase,genome,1,-1,triploid_heat
LOC105326516,166.1461763,-0.470227689,0.170071522,0.000720948,0.016798837,characterized,radial spoke head protein 3 homolog B,genome,1,-1,triploid_heat
LOC117690312,426.2648474,-0.469100596,0.153690073,0.000299656,0.00900238,characterized,ATP-dependent RNA helicase DDX3Y-like,genome,1,-1,triploid_heat
LOC109617070,158.1099808,-0.468576956,0.18041157,0.001143404,0.023381478,characterized,failed axon connections homolog,genome,1,-1,triploid_heat
LOC105320776,263.5239252,-0.468434139,0.208338009,0.00275894,0.042336649,characterized,band 7 protein AGAP004871 isoform X2,genome,1,-1,triploid_heat
LOC117683539,21.67422482,-0.467819489,0.199502305,0.002293955,0.03763765,characterized,carboxylesterase 1C-like isoform X1,genome,1,-1,triploid_heat
LOC105335686,78.92987749,-0.466274032,0.157599954,0.000411093,0.011300468,characterized,pyridoxal phosphate homeostasis protein,genome,1,-1,triploid_heat
LOC105340771,528.7694211,-0.464004439,0.175911403,0.001031416,0.021833813,characterized,protein unc-93 homolog A isoform X2,genome,1,-1,triploid_heat
LOC105332475,63.00715174,-0.463745884,0.159299694,0.000492921,0.013025672,characterized,ras-related protein Rap-1b,genome,1,-1,triploid_heat
LOC105338320,109.2101244,-0.463204681,0.136685916,9.91E-05,0.004143293,characterized,target of rapamycin complex subunit lst8,genome,1,-1,triploid_heat
LOC105326550,94.98400533,-0.460456521,0.196187632,0.002266375,0.037411614,characterized,AMP deaminase 2 isoform X8,genome,1,-1,triploid_heat
LOC105334903,174.2875074,-0.457954304,0.196069557,0.002344739,0.038273203,characterized,C-C chemokine receptor type 6,genome,1,-1,triploid_heat
LOC105346903,64.15248575,-0.455303286,0.14927053,0.000324888,0.009511984,characterized,WD repeat-containing protein 93 isoform X1,genome,1,-1,triploid_heat
LOC105349058,136.235538,-0.454797866,0.137494649,0.000136876,0.005259748,characterized,universal stress protein YxiE,genome,1,-1,triploid_heat
LOC105337000,53.9421968,-0.454007947,0.170069725,0.001016075,0.021591591,characterized,protein lin-52 homolog,genome,1,-1,triploid_heat
LOC105344358,652.9479123,-0.452916758,0.199860608,0.002824345,0.042911893,characterized,calponin-2 isoform X1,genome,1,-1,triploid_heat
LOC105323890,51.94487078,-0.450828823,0.187147758,0.002045742,0.035101125,characterized,39S ribosomal protein L28 mitochondrial,genome,1,-1,triploid_heat
LOC105336453,36.50708595,-0.450538211,0.1948588,0.002604697,0.040992866,characterized,ferric-chelate reductase 1 isoform X2,genome,1,-1,triploid_heat
LOC105346481,324.079477,-0.448947919,0.143723193,0.000259392,0.008234901,characterized,protein kreg-1,genome,1,-1,triploid_heat
LOC105332579,87.76844184,-0.448937785,0.157731517,0.000614277,0.015249442,characterized,chromobox protein homolog 8,genome,1,-1,triploid_heat
LOC105321542,121.3042431,-0.448692774,0.158375247,0.000641611,0.015654111,characterized,ubiquitin carboxyl-terminal hydrolase 46-like isoform X1,genome,1,-1,triploid_heat
LOC105347458,205.8358581,-0.448233161,0.164285627,0.000871823,0.019304649,characterized,serine/threonine-protein kinase ICK,genome,1,-1,triploid_heat
LOC105323898,132.7233603,-0.448007774,0.198634786,0.002974116,0.044708691,characterized,cell death abnormality protein 1-like isoform X1,genome,1,-1,triploid_heat
LOC105327851,362.5127489,-0.447900723,0.122270969,3.83E-05,0.00204355,characterized,serine/arginine-rich splicing factor 1A,genome,1,-1,triploid_heat
LOC105318231,179.2321087,-0.446295929,0.201810401,0.003295091,0.047883853,characterized,adenylate kinase 9 isoform X10,genome,1,-1,triploid_heat
LOC105341883,64.28395874,-0.444906694,0.178758174,0.001707831,0.031004871,characterized,negative elongation factor A,genome,1,-1,triploid_heat
LOC105328728,518.5314522,-0.444082757,0.17105015,0.001276966,0.025306411,characterized,LOW QUALITY PROTEIN: dynein beta chain ciliary,genome,1,-1,triploid_heat
LOC105322785,196.5116013,-0.442009778,0.178205556,0.001747261,0.031483479,characterized,calponin homology domain-containing protein DDB_G0272472 isoform X1,genome,1,-1,triploid_heat
LOC105342291,107.0920618,-0.441734318,0.183753629,0.002131228,0.036205208,characterized,protein C-ets-2,genome,1,-1,triploid_heat
LOC105320178,44.55927205,-0.44152221,0.167135024,0.001158806,0.023561557,characterized,F-box only protein 21,genome,1,-1,triploid_heat
LOC105321001,321.8893444,-0.438945624,0.132463624,0.000141245,0.005362131,characterized,LOW QUALITY PROTEIN: villin-1,genome,1,-1,triploid_heat
LOC105333232,44.48143575,-0.438024653,0.177218574,0.001849971,0.032637947,characterized,inhibitor of growth protein 3,genome,1,-1,triploid_heat
LOC105333340,73.19374571,-0.437840425,0.153230978,0.000630998,0.015518346,characterized,HAUS augmin-like complex subunit 1 isoform X1,genome,1,-1,triploid_heat
LOC105322367,365.2521138,-0.437218093,0.120865244,4.79E-05,0.002422936,characterized,laccase-3 isoform X2,genome,1,-1,triploid_heat
LOC105319978,98.1845411,-0.435641167,0.194247571,0.003243125,0.047500093,characterized,calcium-binding protein LPS1-alpha-like,genome,1,-1,triploid_heat
LOC105326055,78.03312643,-0.434288812,0.173805396,0.001734457,0.031395551,characterized,meiosis expressed gene 1 protein homolog,genome,1,-1,triploid_heat
LOC105340930,83.28087753,-0.43086913,0.168368488,0.00149484,0.028106352,characterized,fibrillin-2,genome,1,-1,triploid_heat
LOC105338170,65.00050402,-0.430613301,0.171357589,0.001701216,0.030936842,characterized,ras-related protein Rab-37 isoform X6,genome,1,-1,triploid_heat
LOC105329912,4019.043047,-0.429031266,0.154656364,0.000818448,0.018432565,characterized,60S acidic ribosomal protein P1,genome,1,-1,triploid_heat
LOC105345381,2452.18031,-0.428818573,0.152755327,0.00075673,0.017422273,characterized,AP-2 complex subunit mu,genome,1,-1,triploid_heat
LOC105333341,165.1107849,-0.428276506,0.153489955,0.000794659,0.018006732,characterized,protein phosphatase 1 regulatory subunit 36 isoform X2,genome,1,-1,triploid_heat
LOC105348494,2989.181187,-0.427924289,0.13294015,0.000204341,0.006877881,characterized,40S ribosomal protein S12,genome,1,-1,triploid_heat
LOC105321497,145.3466628,-0.426167444,0.17464193,0.002059604,0.03527335,characterized,septin-5-like,genome,1,-1,triploid_heat
LOC105348806,131.8627371,-0.425439409,0.170377624,0.001794388,0.032040163,characterized,long-chain-fatty-acid--CoA ligase 5,genome,1,-1,triploid_heat
LOC105338497,54.75419384,-0.422598962,0.175064448,0.002272202,0.037453761,characterized,LOW QUALITY PROTEIN: anoctamin-10,genome,1,-1,triploid_heat
LOC105334708,38.21190569,-0.422351408,0.165243602,0.001609524,0.029539975,characterized,nuclear pore complex protein Nup93,genome,1,-1,triploid_heat
LOC105320117,306.2875494,-0.4219028,0.150416392,0.000784561,0.017843679,characterized,serine/arginine-rich splicing factor 6 isoform X1,genome,1,-1,triploid_heat
LOC105324073,2876.936509,-0.421045621,0.168615451,0.001830577,0.032466335,characterized,60S ribosomal protein L12,genome,1,-1,triploid_heat
LOC105330130,2279.327401,-0.41981964,0.147837074,0.000709801,0.016704177,characterized,60S ribosomal protein L4,genome,1,-1,triploid_heat
LOC105330139,63.93916041,-0.419142109,0.184734211,0.003317503,0.048106402,characterized,protein S-acyltransferase 21 isoform X2,genome,1,-1,triploid_heat
LOC105325240,540.8950133,-0.418268506,0.172797322,0.002267616,0.037411614,characterized,sodium- and chloride-dependent taurine transporter-like isoform X1,genome,1,-1,triploid_heat
LOC105339626,132.4907914,-0.417599818,0.157299359,0.00123069,0.024754716,characterized,cilia- and flagella-associated protein 99 isoform X1,genome,1,-1,triploid_heat
LOC117692961,680.9513012,-0.415878224,0.081994888,6.62E-08,1.03E-05,characterized,serine/arginine repetitive matrix protein 2-like isoform X2,genome,1,-1,triploid_heat
LOC105344785,257.6766364,-0.414365532,0.142157543,0.000586274,0.014772974,characterized,DNA ligase 1,genome,1,-1,triploid_heat
LOC105336412,241.8091004,-0.413711724,0.169037066,0.002148188,0.036351678,characterized,trichohyalin-like isoform X2,genome,1,-1,triploid_heat
LOC105342112,520.4574019,-0.411689635,0.134879,0.00038389,0.010793993,characterized,dynein regulatory complex protein 11 isoform X4,genome,1,-1,triploid_heat
LOC105339282,80.14411816,-0.410553377,0.155841721,0.001371682,0.026697495,characterized,limbin isoform X4,genome,1,-1,triploid_heat
LOC105330983,58.47126041,-0.408241781,0.170863645,0.002583521,0.040833808,characterized,delta-aminolevulinic acid dehydratase,genome,1,-1,triploid_heat
LOC105320773,166.0454499,-0.407514875,0.172400439,0.00276772,0.042358745,characterized,transcription elongation factor B polypeptide 3,genome,1,-1,triploid_heat
LOC105344169,232.0505601,-0.407435084,0.138696293,0.00056466,0.014414774,characterized,sodium/calcium exchanger 3 isoform X8,genome,1,-1,triploid_heat
LOC105328000,164.889224,-0.405999945,0.167357792,0.002366501,0.038526143,characterized,calmodulin-A isoform X2,genome,1,-1,triploid_heat
LOC117684409,1914.261998,-0.40534064,0.156969719,0.001574344,0.029067719,characterized,probable 60S ribosomal protein L37-A,genome,1,-1,triploid_heat
LOC105318688,63.91688063,-0.403821029,0.163591622,0.002156267,0.036411162,characterized,serine/arginine repetitive matrix protein 4,genome,1,-1,triploid_heat
LOC105345890,229.6248735,-0.402947104,0.139110689,0.000651905,0.015771292,characterized,ankyrin repeat and EF-hand domain-containing protein 1 isoform X1,genome,1,-1,triploid_heat
LOC105327095,135.7332408,-0.396158416,0.150931736,0.001381739,0.026778807,characterized,myosin-IIIb isoform X1,genome,1,-1,triploid_heat
LOC105329214,507.2353231,-0.395133404,0.127576045,0.000361841,0.010351683,characterized,LOW QUALITY PROTEIN: collagen alpha-2(IV) chain,genome,1,-1,triploid_heat
LOC105330868,131.466516,-0.391259432,0.150729231,0.001548451,0.028883497,characterized,pyruvate kinase PKM,genome,1,-1,triploid_heat
LOC105335781,161.7199433,-0.390779166,0.148063159,0.001468232,0.027775938,characterized,protein N-terminal asparagine amidohydrolase isoform X2,genome,1,-1,triploid_heat
LOC105338604,7268.082844,-0.38929043,0.148837633,0.001567376,0.028997742,characterized,60S ribosomal protein L5,genome,1,-1,triploid_heat
LOC105321812,329.3057033,-0.38915312,0.129533234,0.000495535,0.013056027,characterized,structural maintenance of chromosomes protein 3-like,genome,1,-1,triploid_heat
LOC105347030,157.3906743,-0.388619506,0.159139117,0.002502565,0.040034524,characterized,axonemal 84 kDa protein isoform X4,genome,1,-1,triploid_heat
LOC105333709,428.7800348,-0.388232562,0.165010194,0.00313417,0.046545712,characterized,flotillin-1 isoform X5,genome,1,-1,triploid_heat
LOC117684293,474.1841213,-0.38536387,0.081761627,5.22E-07,6.02E-05,characterized,golgin subfamily A member 6-like protein 4 isoform X7,genome,1,-1,triploid_heat
LOC105326303,384.0450865,-0.383527278,0.140344403,0.001160636,0.023561557,characterized,phosphatidylinositol-binding clathrin assembly protein LAP isoform X1,genome,1,-1,triploid_heat
LOC105344864,421.3374758,-0.38075091,0.156050418,0.002612319,0.041042774,characterized,chitin synthase chs-2 isoform X2,genome,1,-1,triploid_heat
LOC117686213,167.5231542,-0.378009385,0.122435016,0.000406552,0.011225825,characterized,synaptogenesis protein syg-2-like,genome,1,-1,triploid_heat
LOC105345247,324.9817548,-0.373337954,0.14828092,0.002215879,0.037021637,characterized,armadillo repeat-containing protein 4 isoform X1,genome,1,-1,triploid_heat
LOC105322305,239.3253232,-0.368788228,0.102449392,6.94E-05,0.003200347,characterized,laminin subunit gamma-1,genome,1,-1,triploid_heat
LOC105324788,104.0865006,-0.368788137,0.155825962,0.003374808,0.048593548,characterized,EF-hand calcium-binding domain-containing protein 6 isoform X1,genome,1,-1,triploid_heat
LOC105322212,51.26726073,-0.3683187,0.147166724,0.002404074,0.038884636,characterized,tetraspanin-1 isoform X1,genome,1,-1,triploid_heat
LOC105322413,2405.743712,-0.36736539,0.106807953,0.000126724,0.005015921,characterized,elongation factor 2,genome,1,-1,triploid_heat
LOC105326509,149.1990493,-0.367285456,0.142775362,0.001989429,0.034487796,characterized,ataxin-7-like protein 3 isoform X3,genome,1,-1,triploid_heat
LOC105325638,3686.803311,-0.36434193,0.146224473,0.002498646,0.040006538,characterized,60S ribosomal protein L26,genome,1,-1,triploid_heat
LOC105330730,97.28561029,-0.361927816,0.14104689,0.002090636,0.035771598,characterized,coiled-coil domain-containing protein 180 isoform X1,genome,1,-1,triploid_heat
LOC105343005,182.7414195,-0.359147065,0.126754884,0.000982799,0.020968672,characterized,pre-mRNA-processing factor 39,genome,1,-1,triploid_heat
LOC105348986,138.5196558,-0.356242201,0.138838453,0.002144331,0.036319721,characterized,ubiquitin carboxyl-terminal hydrolase 7 isoform X4,genome,1,-1,triploid_heat
LOC105342397,4068.929913,-0.3531268,0.126396485,0.001143256,0.023381478,characterized,ubiquitin-40S ribosomal protein S27a,genome,1,-1,triploid_heat
LOC105317181,132.5708528,-0.349602549,0.130001501,0.00158745,0.029251261,characterized,ceramide transfer protein,genome,1,-1,triploid_heat
LOC117691907,194.616661,-0.34494691,0.109067065,0.000376957,0.010696877,characterized,beta-taxilin-like,genome,1,-1,triploid_heat
LOC105333894,187.6127884,-0.343921273,0.127284319,0.001560958,0.028965669,characterized,receptor-type guanylate cyclase Gyc76C,genome,1,-1,triploid_heat
LOC105343403,111.2469988,-0.343557702,0.13762767,0.002786552,0.042547973,characterized,AP-1 complex-associated regulatory protein,genome,1,-1,triploid_heat
LOC105336913,337.3763032,-0.341339225,0.126005897,0.001553904,0.028903594,characterized,leucine-rich repeat-containing protein 71 isoform X30,genome,1,-1,triploid_heat
LOC105344646,4697.962167,-0.341033656,0.131597203,0.002237123,0.037184621,characterized,60S ribosomal protein L7,genome,1,-1,triploid_heat
LOC105326551,790.3698078,-0.340753042,0.104142076,0.000264202,0.008300243,characterized,neural cell adhesion molecule 1 isoform X1,genome,1,-1,triploid_heat
LOC105318539,152.9505985,-0.333478277,0.123208212,0.001656304,0.030338164,characterized,ankyrin repeat domain-containing protein SOWAHC,genome,1,-1,triploid_heat
LOC105319166,301.8645891,-0.332850645,0.098643985,0.000193034,0.006667616,characterized,ras and EF-hand domain-containing protein homolog isoform X2,genome,1,-1,triploid_heat
LOC105339827,614.3791442,-0.327739782,0.107110063,0.000577446,0.014610409,characterized,dynein heavy chain 7 axonemal isoform X5,genome,1,-1,triploid_heat
LOC105341865,254.6187519,-0.322697084,0.101029503,0.000380723,0.0107767,characterized,ATP-dependent RNA helicase DDX3Y isoform X1,genome,1,-1,triploid_heat
LOC105340062,404.645091,-0.319736092,0.118976626,0.00185087,0.032637947,characterized,mediator of RNA polymerase II transcription subunit 15 isoform X7,genome,1,-1,triploid_heat
LOC105348149,562.1483163,-0.319677674,0.102574303,0.000498961,0.013056027,characterized,neurogenic locus notch homolog protein 2 isoform X1,genome,1,-1,triploid_heat
LOC105341348,110.3507777,-0.311079188,0.114142219,0.001791789,0.032040163,characterized,proteasome subunit alpha type-3,genome,1,-1,triploid_heat
LOC105331426,799.6212783,-0.305275151,0.105239988,0.001070565,0.02236304,characterized,probable global transcription activator SNF2L2 isoform X4,genome,1,-1,triploid_heat
LOC105341856,175.602322,-0.296438516,0.117652538,0.003395476,0.048776915,characterized,diacylglycerol kinase theta isoform X2,genome,1,-1,triploid_heat
LOC105344746,12.5965063,-0.284100461,0.840931917,0.000529536,0.013660538,characterized,acetylcholine receptor subunit alpha-like,genome,1,-1,triploid_heat
LOC105344453,371.5641529,-0.283059756,0.093879598,0.000861567,0.019123462,characterized,band 4.1-like protein 1 isoform X1,genome,1,-1,triploid_heat
LOC105343388,1077.943928,-0.282890222,0.076146877,7.14E-05,0.003273417,characterized,doublecortin domain-containing protein 2 isoform X29,genome,1,-1,triploid_heat
LOC105337075,439.648286,-0.28072792,0.092700389,0.000824132,0.018515376,characterized,arf-GAP with SH3 domain ANK repeat and PH domain-containing protein 2 isoform X4,genome,1,-1,triploid_heat
LOC105319293,774.1748378,-0.273158478,0.084349453,0.000432296,0.011743288,characterized,ubiquitin carboxyl-terminal hydrolase 25 isoform X1,genome,1,-1,triploid_heat
LOC105342792,402.1165403,-0.27040037,0.105006082,0.003483747,0.0495691,characterized,RNA polymerase-associated protein RTF1 homolog,genome,1,-1,triploid_heat
LOC105327748,420.8658944,-0.262567259,0.09499371,0.00213346,0.036205208,characterized,B-box type zinc finger protein ncl-1 isoform X2,genome,1,-1,triploid_heat
